suite_size,killed_105,score_105,killed_11,score_11
15,177,70.8,151,60.4
14,178,71.2,153,61.2
9,177,70.8,151,60.4
11,175,70,149,59.6
12,176,70.4,149,59.6
17,179,71.6,153,61.2
11,172,68.8,145,58
15,183,73.2,158,63.2
9,172,68.8,146,58.4
17,181,72.4,156,62.4
13,184,73.6,158,63.2
8,170,68,142,56.8
9,174,69.6,146,58.4
12,184,73.6,158,63.2
13,176,70.4,150,60
18,183,73.2,157,62.8
12,179,71.6,154,61.6
13,175,70,148,59.2
11,173,69.2,145,58
13,173,69.2,147,58.8
13,184,73.6,158,63.2
14,184,73.6,159,63.6
11,183,73.2,158,63.2
11,177,70.8,150,60
11,179,71.6,154,61.6
14,176,70.4,150,60
13,183,73.2,157,62.8
11,169,67.6,143,57.2
13,180,72,155,62
13,186,74.4,161,64.4
11,175,70,150,60
5,169,67.6,141,56.4
10,175,70,149,59.6
10,178,71.2,151,60.4
14,189,75.6,164,65.6
11,179,71.6,154,61.6
15,187,74.8,159,63.6
11,179,71.6,152,60.8
16,178,71.2,152,60.8
13,174,69.6,148,59.2
