suite_size,killed_105,score_105,killed_11,score_11
8,161,64.4,134,53.6
11,159,63.6,132,52.8
6,163,65.2,135,54
10,162,64.8,133,53.2
14,169,67.6,145,58
11,157,62.8,129,51.6
9,169,67.6,144,57.6
10,169,67.6,140,56
9,174,69.6,148,59.2
8,172,68.8,147,58.8
14,175,70,149,59.6
11,164,65.6,139,55.6
9,174,69.6,148,59.2
5,160,64,134,53.6
7,171,68.4,144,57.6
9,156,62.4,129,51.6
10,164,65.6,139,55.6
10,162,64.8,137,54.8
9,169,67.6,144,57.6
16,172,68.8,148,59.2
10,161,64.4,134,53.6
7,162,64.8,137,54.8
7,159,63.6,130,52
9,155,62,130,52
10,155,62,129,51.6
14,165,66,138,55.2
11,164,65.6,139,55.6
9,171,68.4,142,56.8
11,178,71.2,150,60
13,173,69.2,144,57.6
6,157,62.8,131,52.4
14,166,66.4,141,56.4
10,178,71.2,151,60.4
11,163,65.2,137,54.8
9,169,67.6,143,57.2
10,175,70,148,59.2
12,159,63.6,132,52.8
14,177,70.8,153,61.2
9,161,64.4,135,54
11,166,66.4,138,55.2
