suite_size,killed_105,score_105,killed_11,score_11
13,171,68.4,146,58.4
8,171,68.4,143,57.2
6,164,65.6,138,55.2
15,174,69.6,147,58.8
15,170,68,142,56.8
11,177,70.8,150,60
11,176,70.4,148,59.2
12,162,64.8,135,54
11,187,74.8,161,64.4
9,177,70.8,148,59.2
9,170,68,143,57.2
13,170,68,143,57.2
12,172,68.8,147,58.8
7,164,65.6,137,54.8
13,174,69.6,147,58.8
12,179,71.6,154,61.6
8,161,64.4,134,53.6
9,180,72,153,61.2
14,165,66,139,55.6
9,166,66.4,140,56
14,168,67.2,141,56.4
13,177,70.8,148,59.2
11,169,67.6,145,58
14,174,69.6,149,59.6
9,164,65.6,139,55.6
14,167,66.8,138,55.2
12,172,68.8,147,58.8
10,164,65.6,141,56.4
12,168,67.2,142,56.8
8,162,64.8,135,54
7,155,62,128,51.2
10,163,65.2,138,55.2
10,157,62.8,133,53.2
14,177,70.8,150,60
13,171,68.4,145,58
12,170,68,142,56.8
10,168,67.2,142,56.8
9,173,69.2,147,58.8
12,172,68.8,144,57.6
8,164,65.6,134,53.6
