OBC_os
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
68.4782608696
