suite_size,killed_105,score_105,killed_11,score_11
9,173,69.2,145,58
12,175,70,148,59.2
15,175,70,149,59.6
13,179,71.6,152,60.8
10,184,73.6,156,62.4
11,176,70.4,151,60.4
12,175,70,149,59.6
12,173,69.2,147,58.8
15,179,71.6,151,60.4
13,174,69.6,148,59.2
11,183,73.2,157,62.8
15,179,71.6,153,61.2
19,182,72.8,156,62.4
13,179,71.6,153,61.2
16,186,74.4,160,64
13,173,69.2,147,58.8
13,185,74,160,64
16,185,74,158,63.2
14,181,72.4,155,62
16,178,71.2,152,60.8
12,172,68.8,146,58.4
14,172,68.8,146,58.4
14,178,71.2,151,60.4
10,182,72.8,156,62.4
13,173,69.2,147,58.8
12,171,68.4,144,57.6
12,175,70,149,59.6
13,184,73.6,158,63.2
11,181,72.4,155,62
15,181,72.4,154,61.6
14,174,69.6,148,59.2
7,165,66,137,54.8
11,177,70.8,153,61.2
15,186,74.4,160,64
12,181,72.4,156,62.4
12,177,70.8,150,60
15,180,72,154,61.6
12,181,72.4,154,61.6
15,180,72,153,61.2
15,181,72.4,156,62.4
