suite_size,killed_105,score_105,killed_11,score_11
8,161,64.4,133,53.2
12,181,72.4,152,60.8
8,166,66.4,136,54.4
15,172,68.8,145,58
11,170,68,141,56.4
9,166,66.4,141,56.4
9,166,66.4,139,55.6
10,166,66.4,138,55.2
8,173,69.2,145,58
12,174,69.6,149,59.6
11,165,66,140,56
8,179,71.6,152,60.8
12,183,73.2,156,62.4
11,161,64.4,136,54.4
10,156,62.4,131,52.4
13,182,72.8,156,62.4
12,173,69.2,145,58
12,170,68,145,58
13,175,70,149,59.6
8,173,69.2,147,58.8
12,166,66.4,140,56
12,168,67.2,141,56.4
5,158,63.2,129,51.6
13,174,69.6,148,59.2
10,170,68,145,58
14,174,69.6,148,59.2
10,157,62.8,130,52
10,162,64.8,135,54
7,155,62,130,52
9,162,64.8,135,54
5,152,60.8,126,50.4
11,173,69.2,149,59.6
14,168,67.2,143,57.2
10,161,64.4,137,54.8
16,171,68.4,146,58.4
12,167,66.8,140,56
10,176,70.4,152,60.8
11,169,67.6,143,57.2
8,160,64,130,52
13,180,72,154,61.6
