OBC_o0
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
84.693877551
