suite_size,killed_105,score_105,killed_11,score_11
9,161,64.4,137,54.8
13,166,66.4,139,55.6
12,180,72,155,62
9,163,65.2,138,55.2
8,166,66.4,138,55.2
7,158,63.2,133,53.2
15,176,70.4,150,60
11,164,65.6,137,54.8
9,173,69.2,148,59.2
12,172,68.8,147,58.8
9,166,66.4,139,55.6
11,161,64.4,134,53.6
10,175,70,147,58.8
22,184,73.6,160,64
9,163,65.2,134,53.6
10,178,71.2,152,60.8
6,163,65.2,137,54.8
13,168,67.2,143,57.2
18,171,68.4,144,57.6
7,164,65.6,137,54.8
6,169,67.6,143,57.2
11,176,70.4,148,59.2
10,161,64.4,134,53.6
7,159,63.6,133,53.2
14,175,70,150,60
14,163,65.2,137,54.8
12,165,66,135,54
11,182,72.8,156,62.4
12,180,72,155,62
8,159,63.6,136,54.4
8,169,67.6,141,56.4
15,182,72.8,156,62.4
6,153,61.2,127,50.8
9,159,63.6,133,53.2
6,154,61.6,127,50.8
10,162,64.8,135,54
17,171,68.4,146,58.4
8,166,66.4,140,56
9,153,61.2,126,50.4
9,179,71.6,150,60
