suite_size,killed_105,score_105,killed_11,score_11
13,186,74.4,161,64.4
10,167,66.8,140,56
9,174,69.6,147,58.8
17,179,71.6,153,61.2
11,175,70,148,59.2
13,171,68.4,145,58
14,182,72.8,154,61.6
10,178,71.2,153,61.2
14,177,70.8,150,60
8,176,70.4,151,60.4
11,177,70.8,151,60.4
15,183,73.2,156,62.4
12,173,69.2,146,58.4
14,178,71.2,152,60.8
10,180,72,155,62
12,176,70.4,150,60
15,182,72.8,157,62.8
12,168,67.2,142,56.8
12,182,72.8,156,62.4
10,182,72.8,156,62.4
11,177,70.8,151,60.4
10,175,70,149,59.6
14,183,73.2,156,62.4
13,182,72.8,156,62.4
12,176,70.4,151,60.4
11,183,73.2,156,62.4
10,175,70,149,59.6
15,182,72.8,158,63.2
10,183,73.2,157,62.8
12,171,68.4,146,58.4
11,180,72,155,62
11,182,72.8,157,62.8
13,185,74,159,63.6
12,175,70,148,59.2
14,181,72.4,155,62
10,172,68.8,146,58.4
8,170,68,143,57.2
13,179,71.6,152,60.8
10,178,71.2,152,60.8
12,183,73.2,158,63.2
