suite_size,killed_105,score_105,killed_11,score_11
5,153,61.2,126,50.4
9,172,68.8,147,58.8
10,169,67.6,144,57.6
8,171,68.4,147,58.8
7,157,62.8,128,51.2
10,179,71.6,154,61.6
6,159,63.6,134,53.6
11,165,66,139,55.6
9,156,62.4,131,52.4
7,156,62.4,132,52.8
11,170,68,143,57.2
8,172,68.8,145,58
7,165,66,137,54.8
10,166,66.4,139,55.6
9,173,69.2,148,59.2
7,162,64.8,137,54.8
8,162,64.8,135,54
7,160,64,133,53.2
11,170,68,143,57.2
10,164,65.6,137,54.8
11,171,68.4,144,57.6
8,157,62.8,130,52
10,165,66,136,54.4
11,172,68.8,149,59.6
9,158,63.2,130,52
8,157,62.8,132,52.8
8,159,63.6,134,53.6
9,159,63.6,134,53.6
10,162,64.8,132,52.8
8,159,63.6,134,53.6
9,167,66.8,139,55.6
11,165,66,139,55.6
12,166,66.4,139,55.6
8,159,63.6,133,53.2
9,157,62.8,132,52.8
8,156,62.4,129,51.6
7,159,63.6,132,52.8
9,157,62.8,130,52
7,159,63.6,135,54
8,163,65.2,137,54.8
