suite_size,killed_105,score_105,killed_11,score_11
12,176,70.4,149,59.6
10,191,76.4,166,66.4
13,173,69.2,146,58.4
13,180,72,155,62
10,175,70,147,58.8
15,182,72.8,156,62.4
15,179,71.6,152,60.8
11,174,69.6,148,59.2
9,181,72.4,154,61.6
13,185,74,158,63.2
12,183,73.2,158,63.2
7,165,66,138,55.2
10,172,68.8,147,58.8
14,176,70.4,151,60.4
9,171,68.4,144,57.6
13,173,69.2,145,58
8,169,67.6,142,56.8
10,176,70.4,149,59.6
11,179,71.6,154,61.6
13,176,70.4,150,60
11,182,72.8,157,62.8
11,182,72.8,157,62.8
14,181,72.4,153,61.2
10,175,70,149,59.6
11,169,67.6,143,57.2
13,177,70.8,152,60.8
9,169,67.6,143,57.2
13,171,68.4,145,58
8,176,70.4,149,59.6
10,171,68.4,144,57.6
12,179,71.6,152,60.8
12,175,70,148,59.2
11,179,71.6,154,61.6
12,178,71.2,153,61.2
12,175,70,148,59.2
10,172,68.8,145,58
10,172,68.8,144,57.6
11,165,66,138,55.2
11,175,70,149,59.6
16,177,70.8,150,60
