suite_size,killed_105,score_105,killed_11,score_11
11,174,69.6,148,59.2
10,175,70,147,58.8
10,180,72,153,61.2
15,184,73.6,159,63.6
9,169,67.6,143,57.2
10,175,70,150,60
10,178,71.2,152,60.8
13,173,69.2,146,58.4
10,181,72.4,154,61.6
10,178,71.2,153,61.2
8,177,70.8,152,60.8
14,175,70,148,59.2
17,183,73.2,156,62.4
13,178,71.2,151,60.4
11,177,70.8,150,60
11,173,69.2,145,58
16,173,69.2,147,58.8
16,181,72.4,155,62
15,175,70,149,59.6
8,176,70.4,150,60
14,177,70.8,150,60
13,172,68.8,145,58
12,181,72.4,156,62.4
9,171,68.4,144,57.6
8,166,66.4,140,56
9,171,68.4,145,58
15,174,69.6,147,58.8
13,177,70.8,151,60.4
16,182,72.8,155,62
11,170,68,143,57.2
9,175,70,148,59.2
12,185,74,160,64
15,172,68.8,146,58.4
11,175,70,149,59.6
13,176,70.4,149,59.6
11,178,71.2,152,60.8
13,172,68.8,146,58.4
14,172,68.8,146,58.4
10,175,70,150,60
13,187,74.8,161,64.4
