suite_size,killed_105,score_105,killed_11,score_11
9,171,68.4,144,57.6
9,173,69.2,148,59.2
12,178,71.2,151,60.4
9,175,70,149,59.6
13,176,70.4,150,60
12,176,70.4,150,60
13,179,71.6,152,60.8
15,181,72.4,155,62
10,179,71.6,154,61.6
14,182,72.8,156,62.4
14,184,73.6,159,63.6
16,176,70.4,151,60.4
14,176,70.4,150,60
9,175,70,149,59.6
13,180,72,151,60.4
14,183,73.2,158,63.2
15,184,73.6,158,63.2
13,177,70.8,150,60
11,180,72,154,61.6
11,182,72.8,154,61.6
14,183,73.2,157,62.8
16,181,72.4,155,62
14,180,72,155,62
16,172,68.8,146,58.4
12,170,68,145,58
13,176,70.4,150,60
11,172,68.8,145,58
11,177,70.8,150,60
12,176,70.4,151,60.4
14,181,72.4,154,61.6
10,173,69.2,148,59.2
11,181,72.4,156,62.4
16,184,73.6,159,63.6
11,172,68.8,146,58.4
16,183,73.2,158,63.2
10,172,68.8,146,58.4
11,169,67.6,143,57.2
16,180,72,153,61.2
14,178,71.2,152,60.8
14,185,74,159,63.6
