suite_size,killed_111,score_111,killed_1,score_1
9,190,76.3052,17,6.82731
12,191,76.7068,17,6.82731
11,191,76.7068,17,6.82731
11,194,77.9116,17,6.82731
13,185,74.2972,15,6.0241
10,190,76.3052,17,6.82731
12,191,76.7068,17,6.82731
13,193,77.51,17,6.82731
13,191,76.7068,17,6.82731
14,185,74.2972,15,6.0241
12,188,75.502,15,6.0241
12,188,75.502,15,6.0241
9,190,76.3052,17,6.82731
11,190,76.3052,17,6.82731
8,192,77.1084,17,6.82731
11,186,74.6988,15,6.0241
10,190,76.3052,17,6.82731
12,186,74.6988,14,5.62249
9,186,74.6988,14,5.62249
8,191,76.7068,17,6.82731
9,192,77.1084,17,6.82731
12,181,72.6908,14,5.62249
16,185,74.2972,15,6.0241
11,192,77.1084,17,6.82731
13,192,77.1084,17,6.82731
11,190,76.3052,17,6.82731
11,185,74.2972,15,6.0241
10,186,74.6988,15,6.0241
13,192,77.1084,17,6.82731
13,185,74.2972,14,5.62249
12,184,73.8956,14,5.62249
10,187,75.1004,14,5.62249
13,190,76.3052,17,6.82731
10,194,77.9116,17,6.82731
9,185,74.2972,14,5.62249
14,184,73.8956,14,5.62249
13,183,73.494,14,5.62249
12,183,73.494,14,5.62249
12,193,77.51,17,6.82731
9,189,75.9036,17,6.82731
