suite_size,killed_111,score_111,killed_1,score_1
5,155,62.249,8,3.21285
7,186,74.6988,16,6.4257
5,177,71.0843,13,5.22088
7,177,71.0843,12,4.81928
7,186,74.6988,16,6.4257
8,178,71.4859,13,5.22088
7,151,60.6426,8,3.21285
7,168,67.4699,12,4.81928
7,179,71.8876,12,4.81928
6,163,65.4619,12,4.81928
6,185,74.2972,12,4.81928
5,178,71.4859,12,4.81928
6,164,65.8635,9,3.61446
6,157,63.0522,8,3.21285
7,186,74.6988,16,6.4257
6,154,61.8474,8,3.21285
9,168,67.4699,13,5.22088
5,169,67.8715,12,4.81928
7,161,64.6586,8,3.21285
6,165,66.2651,12,4.81928
6,160,64.257,8,3.21285
7,177,71.0843,12,4.81928
4,155,62.249,7,2.81125
7,189,75.9036,16,6.4257
7,170,68.2731,12,4.81928
4,167,67.0683,12,4.81928
5,152,61.0442,8,3.21285
6,175,70.2811,14,5.62249
6,167,67.0683,12,4.81928
6,177,71.0843,13,5.22088
5,176,70.6827,12,4.81928
6,160,64.257,8,3.21285
6,173,69.4779,13,5.22088
7,169,67.8715,12,4.81928
7,149,59.8394,6,2.40964
5,157,63.0522,13,5.22088
5,158,63.4538,8,3.21285
7,186,74.6988,17,6.82731
6,152,61.0442,8,3.21285
5,158,63.4538,13,5.22088
