suite_size,killed_111,score_111,killed_1,score_1
9,172,69.0763,12,4.81928
5,161,64.6586,5,2.00803
6,169,67.8715,12,4.81928
8,178,71.4859,12,4.81928
7,166,66.6667,13,5.22088
5,147,59.0361,7,2.81125
6,167,67.0683,13,5.22088
9,180,72.2892,14,5.62249
7,175,70.2811,12,4.81928
6,153,61.4458,6,2.40964
7,183,73.494,16,6.4257
7,166,66.6667,10,4.01606
7,173,69.4779,12,4.81928
5,146,58.6345,6,2.40964
4,143,57.4297,4,1.60643
8,178,71.4859,14,5.62249
3,140,56.2249,6,2.40964
9,186,74.6988,16,6.4257
3,150,60.241,7,2.81125
6,172,69.0763,10,4.01606
6,181,72.6908,12,4.81928
9,183,73.494,15,6.0241
2,138,55.4217,6,2.40964
8,183,73.494,13,5.22088
7,187,75.1004,16,6.4257
5,155,62.249,7,2.81125
6,167,67.0683,12,4.81928
6,171,68.6747,12,4.81928
6,169,67.8715,12,4.81928
9,181,72.6908,13,5.22088
6,185,74.2972,16,6.4257
7,170,68.2731,12,4.81928
7,161,64.6586,9,3.61446
10,177,71.0843,9,3.61446
7,177,71.0843,13,5.22088
7,190,76.3052,16,6.4257
7,185,74.2972,16,6.4257
5,176,70.6827,12,4.81928
9,178,71.4859,13,5.22088
9,174,69.8795,12,4.81928
