suite_size,killed_111,score_111,killed_1,score_1
7,177,71.0843,12,4.81928
6,181,72.6908,14,5.62249
4,146,58.6345,6,2.40964
4,151,60.6426,7,2.81125
5,187,75.1004,16,6.4257
6,161,64.6586,7,2.81125
5,183,73.494,12,4.81928
5,155,62.249,7,2.81125
6,152,61.0442,8,3.21285
8,156,62.6506,7,2.81125
5,149,59.8394,8,3.21285
4,182,73.0924,16,6.4257
5,179,71.8876,13,5.22088
6,179,71.8876,13,5.22088
4,176,70.6827,12,4.81928
5,150,60.241,7,2.81125
5,150,60.241,7,2.81125
4,147,59.0361,8,3.21285
7,175,70.2811,13,5.22088
6,181,72.6908,16,6.4257
7,182,73.0924,17,6.82731
5,181,72.6908,13,5.22088
4,158,63.4538,8,3.21285
6,173,69.4779,13,5.22088
3,182,73.0924,16,6.4257
4,148,59.4378,6,2.40964
8,187,75.1004,16,6.4257
4,153,61.4458,8,3.21285
8,173,69.4779,13,5.22088
6,164,65.8635,12,4.81928
5,185,74.2972,16,6.4257
8,160,64.257,12,4.81928
4,187,75.1004,16,6.4257
5,166,66.6667,12,4.81928
7,155,62.249,8,3.21285
6,167,67.0683,11,4.41767
3,148,59.4378,7,2.81125
4,149,59.8394,7,2.81125
5,179,71.8876,13,5.22088
5,160,64.257,12,4.81928
