suite_size,killed_105,score_105,killed_11,score_11
9,171,68.4,144,57.6
15,175,70,149,59.6
14,175,70,149,59.6
12,179,71.6,154,61.6
11,174,69.6,148,59.2
8,175,70,149,59.6
17,181,72.4,156,62.4
9,173,69.2,146,58.4
14,175,70,149,59.6
10,172,68.8,145,58
10,184,73.6,157,62.8
14,181,72.4,153,61.2
12,179,71.6,152,60.8
8,163,65.2,137,54.8
12,185,74,159,63.6
14,174,69.6,148,59.2
8,175,70,148,59.2
12,184,73.6,158,63.2
13,175,70,148,59.2
12,181,72.4,153,61.2
13,173,69.2,146,58.4
18,185,74,160,64
13,176,70.4,151,60.4
14,184,73.6,159,63.6
10,175,70,148,59.2
11,184,73.6,156,62.4
12,187,74.8,161,64.4
14,180,72,155,62
12,175,70,149,59.6
11,174,69.6,149,59.6
15,177,70.8,151,60.4
11,180,72,154,61.6
13,185,74,157,62.8
12,171,68.4,144,57.6
13,178,71.2,151,60.4
12,188,75.2,163,65.2
11,172,68.8,145,58
12,179,71.6,153,61.2
12,173,69.2,147,58.8
8,170,68,143,57.2
