suite_size,killed_105,score_105,killed_11,score_11
15,178,71.2,151,60.4
14,174,69.6,148,59.2
14,183,73.2,157,62.8
9,175,70,147,58.8
8,173,69.2,148,59.2
11,181,72.4,156,62.4
12,169,67.6,142,56.8
15,172,68.8,145,58
13,182,72.8,155,62
8,170,68,144,57.6
13,179,71.6,151,60.4
13,181,72.4,156,62.4
14,176,70.4,150,60
8,172,68.8,146,58.4
11,176,70.4,149,59.6
12,178,71.2,152,60.8
12,178,71.2,151,60.4
16,188,75.2,163,65.2
11,173,69.2,148,59.2
16,181,72.4,154,61.6
13,178,71.2,150,60
18,180,72,156,62.4
11,171,68.4,144,57.6
15,177,70.8,152,60.8
14,181,72.4,155,62
14,175,70,150,60
14,183,73.2,155,62
15,185,74,160,64
11,173,69.2,147,58.8
10,178,71.2,150,60
14,180,72,154,61.6
12,180,72,155,62
12,183,73.2,158,63.2
13,177,70.8,150,60
14,178,71.2,150,60
12,178,71.2,152,60.8
17,184,73.6,156,62.4
13,180,72,153,61.2
12,183,73.2,157,62.8
14,177,70.8,150,60
