suite_size,killed_105,score_105,killed_11,score_11
12,185,74,160,64
9,172,68.8,146,58.4
16,179,71.6,153,61.2
15,174,69.6,148,59.2
12,176,70.4,150,60
10,172,68.8,146,58.4
16,175,70,148,59.2
13,179,71.6,152,60.8
11,177,70.8,150,60
10,181,72.4,156,62.4
8,171,68.4,144,57.6
13,175,70,150,60
10,184,73.6,156,62.4
14,180,72,154,61.6
11,174,69.6,146,58.4
12,175,70,151,60.4
11,181,72.4,156,62.4
9,171,68.4,145,58
14,183,73.2,156,62.4
8,172,68.8,146,58.4
5,171,68.4,144,57.6
15,177,70.8,150,60
10,175,70,148,59.2
9,171,68.4,145,58
15,178,71.2,153,61.2
14,180,72,155,62
12,183,73.2,159,63.6
16,171,68.4,145,58
11,177,70.8,152,60.8
11,176,70.4,150,60
14,180,72,154,61.6
11,176,70.4,149,59.6
13,180,72,155,62
13,179,71.6,154,61.6
12,179,71.6,153,61.2
15,182,72.8,155,62
20,183,73.2,156,62.4
11,173,69.2,147,58.8
11,166,66.4,140,56
13,171,68.4,144,57.6
