suite_size,killed_105,score_105,killed_11,score_11
11,183,73.2,158,63.2
15,182,72.8,157,62.8
19,181,72.4,156,62.4
9,174,69.6,146,58.4
15,185,74,159,63.6
16,180,72,154,61.6
11,178,71.2,153,61.2
12,176,70.4,151,60.4
10,180,72,153,61.2
13,183,73.2,158,63.2
10,172,68.8,146,58.4
14,178,71.2,152,60.8
12,175,70,149,59.6
8,178,71.2,153,61.2
11,182,72.8,157,62.8
13,178,71.2,151,60.4
14,186,74.4,161,64.4
12,182,72.8,157,62.8
15,181,72.4,155,62
16,184,73.6,157,62.8
13,177,70.8,151,60.4
11,176,70.4,151,60.4
14,181,72.4,156,62.4
11,178,71.2,153,61.2
18,180,72,154,61.6
14,182,72.8,157,62.8
11,171,68.4,144,57.6
13,183,73.2,158,63.2
13,171,68.4,144,57.6
12,171,68.4,144,57.6
14,180,72,155,62
12,168,67.2,142,56.8
10,169,67.6,143,57.2
10,172,68.8,146,58.4
13,175,70,148,59.2
13,177,70.8,152,60.8
12,174,69.6,148,59.2
11,178,71.2,151,60.4
8,178,71.2,151,60.4
14,181,72.4,154,61.6
