suite_size,killed_105,score_105,killed_11,score_11
13,175,70,149,59.6
8,165,66,139,55.6
17,186,74.4,161,64.4
17,180,72,153,61.2
8,174,69.6,148,59.2
13,175,70,149,59.6
14,178,71.2,151,60.4
8,171,68.4,145,58
15,177,70.8,150,60
9,173,69.2,147,58.8
17,178,71.2,153,61.2
12,177,70.8,152,60.8
16,181,72.4,155,62
13,181,72.4,154,61.6
11,174,69.6,147,58.8
17,188,75.2,162,64.8
16,187,74.8,161,64.4
12,182,72.8,156,62.4
13,174,69.6,148,59.2
10,176,70.4,149,59.6
10,173,69.2,147,58.8
10,185,74,157,62.8
17,178,71.2,151,60.4
10,173,69.2,146,58.4
13,174,69.6,149,59.6
10,174,69.6,147,58.8
14,181,72.4,154,61.6
12,179,71.6,153,61.2
17,186,74.4,161,64.4
10,169,67.6,143,57.2
15,180,72,155,62
15,175,70,148,59.2
11,177,70.8,151,60.4
9,176,70.4,150,60
13,177,70.8,150,60
7,169,67.6,142,56.8
10,178,71.2,151,60.4
15,182,72.8,156,62.4
13,182,72.8,157,62.8
10,177,70.8,149,59.6
