suite_size,killed_105,score_105,killed_11,score_11
11,177,70.8,150,60
12,185,74,159,63.6
12,183,73.2,155,62
12,178,71.2,152,60.8
12,172,68.8,145,58
8,175,70,149,59.6
13,178,71.2,152,60.8
14,184,73.6,158,63.2
11,171,68.4,145,58
11,181,72.4,155,62
11,176,70.4,151,60.4
14,174,69.6,148,59.2
15,182,72.8,156,62.4
11,182,72.8,157,62.8
14,177,70.8,150,60
9,176,70.4,149,59.6
14,177,70.8,149,59.6
9,177,70.8,152,60.8
13,177,70.8,151,60.4
15,175,70,149,59.6
14,181,72.4,154,61.6
11,176,70.4,150,60
13,178,71.2,152,60.8
12,183,73.2,158,63.2
8,176,70.4,150,60
8,178,71.2,151,60.4
16,181,72.4,155,62
15,184,73.6,158,63.2
13,181,72.4,155,62
12,178,71.2,151,60.4
14,175,70,149,59.6
8,172,68.8,146,58.4
10,173,69.2,146,58.4
16,179,71.6,154,61.6
15,179,71.6,153,61.2
11,175,70,149,59.6
13,173,69.2,147,58.8
13,175,70,149,59.6
13,174,69.6,149,59.6
9,178,71.2,151,60.4
