OBC_o3
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
73.0769230769
