suite_size,killed_892,score_892,killed_5,score_5
12,166,66.4,36,14.4
15,174,69.6,40,16
14,174,69.6,38,15.2
11,180,72,38,15.2
8,169,67.6,40,16
10,186,74.4,44,17.6
13,176,70.4,44,17.6
12,184,73.6,44,17.6
13,175,70,38,15.2
11,181,72.4,40,16
13,170,68,38,15.2
13,181,72.4,52,20.8
13,171,68.4,39,15.6
10,185,74,47,18.8
9,184,73.6,41,16.4
9,164,65.6,42,16.8
10,180,72,41,16.4
12,178,71.2,33,13.2
13,173,69.2,37,14.8
11,168,67.2,37,14.8
11,182,72.8,42,16.8
13,171,68.4,48,19.2
10,184,73.6,38,15.2
10,187,74.8,42,16.8
13,178,71.2,46,18.4
13,187,74.8,45,18
11,167,66.8,36,14.4
9,172,68.8,40,16
8,171,68.4,41,16.4
9,169,67.6,35,14
15,182,72.8,44,17.6
9,174,69.6,38,15.2
11,174,69.6,40,16
11,174,69.6,49,19.6
10,164,65.6,41,16.4
12,192,76.8,44,17.6
12,171,68.4,36,14.4
11,178,71.2,42,16.8
10,156,62.4,41,16.4
9,179,71.6,48,19.2
