OBC_o3
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
60.0427350427
