suite_size,killed_892,score_892,killed_5,score_5
10,173,69.2,43,17.2
13,174,69.6,39,15.6
13,184,73.6,49,19.6
10,172,68.8,38,15.2
13,172,68.8,29,11.6
15,170,68,41,16.4
10,190,76,40,16
13,169,67.6,44,17.6
11,180,72,43,17.2
12,187,74.8,47,18.8
13,170,68,41,16.4
12,170,68,48,19.2
10,171,68.4,26,10.4
9,161,64.4,29,11.6
12,185,74,41,16.4
9,182,72.8,39,15.6
12,162,64.8,28,11.2
12,179,71.6,37,14.8
11,185,74,50,20
12,188,75.2,38,15.2
11,171,68.4,32,12.8
11,180,72,41,16.4
11,187,74.8,46,18.4
14,186,74.4,52,20.8
12,182,72.8,50,20
10,186,74.4,45,18
13,187,74.8,36,14.4
14,191,76.4,47,18.8
12,176,70.4,52,20.8
12,179,71.6,32,12.8
15,188,75.2,50,20
13,190,76,43,17.2
13,171,68.4,41,16.4
11,178,71.2,41,16.4
9,190,76,45,18
13,177,70.8,47,18.8
12,183,73.2,42,16.8
12,182,72.8,45,18
14,177,70.8,43,17.2
12,175,70,41,16.4
