suite_size,killed_892,score_892,killed_5,score_5
7,161,64.4,35,14
5,144,57.6,33,13.2
6,157,62.8,33,13.2
5,165,66,41,16.4
5,161,64.4,38,15.2
5,166,66.4,41,16.4
5,163,65.2,34,13.6
4,140,56,30,12
6,152,60.8,41,16.4
7,168,67.2,37,14.8
6,164,65.6,33,13.2
7,165,66,32,12.8
4,128,51.2,27,10.8
5,142,56.8,26,10.4
6,155,62,34,13.6
4,157,62.8,36,14.4
8,160,64,40,16
5,147,58.8,26,10.4
5,159,63.6,35,14
4,142,56.8,30,12
5,154,61.6,23,9.2
6,158,63.2,31,12.4
6,171,68.4,42,16.8
5,151,60.4,25,10
6,172,68.8,36,14.4
4,138,55.2,24,9.6
6,146,58.4,30,12
5,154,61.6,29,11.6
3,144,57.6,30,12
5,133,53.2,26,10.4
6,160,64,29,11.6
4,149,59.6,30,12
5,160,64,35,14
5,153,61.2,34,13.6
4,152,60.8,27,10.8
5,177,70.8,38,15.2
5,162,64.8,31,12.4
6,161,64.4,37,14.8
6,150,60,27,10.8
5,167,66.8,37,14.8
