suite_size,killed_892,score_892,killed_5,score_5
13,172,68.8,32,12.8
11,183,73.2,45,18
10,174,69.6,39,15.6
8,176,70.4,46,18.4
9,167,66.8,31,12.4
10,185,74,42,16.8
8,176,70.4,28,11.2
10,184,73.6,41,16.4
12,180,72,42,16.8
8,182,72.8,44,17.6
9,179,71.6,40,16
8,174,69.6,45,18
7,169,67.6,39,15.6
12,187,74.8,41,16.4
11,179,71.6,39,15.6
9,167,66.8,40,16
10,167,66.8,38,15.2
10,163,65.2,28,11.2
11,173,69.2,43,17.2
10,168,67.2,41,16.4
11,167,66.8,29,11.6
11,170,68,32,12.8
12,196,78.4,47,18.8
9,167,66.8,28,11.2
8,184,73.6,45,18
9,175,70,43,17.2
9,172,68.8,38,15.2
12,186,74.4,45,18
13,184,73.6,39,15.6
10,186,74.4,43,17.2
10,176,70.4,36,14.4
10,183,73.2,47,18.8
10,163,65.2,41,16.4
10,175,70,41,16.4
8,173,69.2,41,16.4
7,183,73.2,42,16.8
10,166,66.4,36,14.4
9,166,66.4,38,15.2
12,181,72.4,46,18.4
11,188,75.2,46,18.4
