suite_size,killed_1442,score_1442,killed_11,score_11
14,166,66.6667,62,24.8996
15,171,68.6747,65,26.1044
9,166,66.6667,59,23.6948
12,164,65.8635,61,24.498
14,166,66.6667,61,24.498
15,176,70.6827,66,26.506
12,167,67.0683,61,24.498
14,169,67.8715,61,24.498
18,168,67.4699,59,23.6948
17,166,66.6667,62,24.8996
14,172,69.0763,61,24.498
16,161,64.6586,60,24.0964
17,170,68.2731,61,24.498
16,166,66.6667,64,25.7028
14,166,66.6667,66,26.506
12,163,65.4619,59,23.6948
15,164,65.8635,59,23.6948
14,173,69.4779,65,26.1044
13,168,67.4699,59,23.6948
17,170,68.2731,59,23.6948
10,169,67.8715,62,24.8996
14,169,67.8715,63,25.3012
12,166,66.6667,64,25.7028
17,169,67.8715,59,23.6948
20,170,68.2731,64,25.7028
17,166,66.6667,58,23.2932
15,165,66.2651,64,25.7028
18,169,67.8715,57,22.8916
14,164,65.8635,58,23.2932
19,167,67.0683,64,25.7028
12,166,66.6667,60,24.0964
17,168,67.4699,58,23.2932
19,171,68.6747,65,26.1044
16,172,69.0763,67,26.9076
16,169,67.8715,63,25.3012
20,170,68.2731,60,24.0964
11,160,64.257,62,24.8996
15,169,67.8715,61,24.498
12,167,67.0683,62,24.8996
15,166,66.6667,59,23.6948
