suite_size,killed_1442,score_1442,killed_11,score_11
14,167,67.0683,62,24.8996
16,169,67.8715,59,23.6948
13,168,67.4699,65,26.1044
13,169,67.8715,59,23.6948
14,163,65.4619,62,24.8996
13,165,66.2651,62,24.8996
14,170,68.2731,57,22.8916
16,175,70.2811,68,27.3092
14,168,67.4699,59,23.6948
13,169,67.8715,62,24.8996
16,169,67.8715,68,27.3092
13,164,65.8635,63,25.3012
12,175,70.2811,61,24.498
15,166,66.6667,62,24.8996
12,163,65.4619,61,24.498
12,169,67.8715,63,25.3012
7,167,67.0683,57,22.8916
17,168,67.4699,64,25.7028
13,169,67.8715,57,22.8916
17,160,64.257,63,25.3012
14,169,67.8715,65,26.1044
19,171,68.6747,63,25.3012
12,169,67.8715,57,22.8916
14,169,67.8715,62,24.8996
12,170,68.2731,61,24.498
13,167,67.0683,63,25.3012
16,168,67.4699,58,23.2932
14,166,66.6667,60,24.0964
15,169,67.8715,61,24.498
17,165,66.2651,60,24.0964
15,170,68.2731,63,25.3012
15,168,67.4699,62,24.8996
18,175,70.2811,60,24.0964
14,168,67.4699,61,24.498
15,167,67.0683,65,26.1044
15,167,67.0683,56,22.49
16,169,67.8715,60,24.0964
15,165,66.2651,58,23.2932
14,166,66.6667,66,26.506
13,169,67.8715,63,25.3012
