suite_size,killed_1442,score_1442,killed_11,score_11
24,174,69.8795,60,24.0964
21,172,69.0763,60,24.0964
20,171,68.6747,59,23.6948
31,172,69.0763,64,25.7028
21,170,68.2731,63,25.3012
28,175,70.2811,64,25.7028
19,172,69.0763,59,23.6948
18,169,67.8715,61,24.498
24,171,68.6747,63,25.3012
20,168,67.4699,62,24.8996
27,173,69.4779,64,25.7028
22,174,69.8795,63,25.3012
26,175,70.2811,64,25.7028
25,173,69.4779,65,26.1044
26,170,68.2731,63,25.3012
20,172,69.0763,59,23.6948
18,173,69.4779,64,25.7028
25,172,69.0763,60,24.0964
23,174,69.8795,67,26.9076
29,169,67.8715,63,25.3012
22,167,67.0683,58,23.2932
23,172,69.0763,68,27.3092
23,170,68.2731,64,25.7028
32,172,69.0763,65,26.1044
22,171,68.6747,63,25.3012
22,171,68.6747,59,23.6948
27,168,67.4699,65,26.1044
22,168,67.4699,61,24.498
18,173,69.4779,65,26.1044
24,173,69.4779,64,25.7028
24,171,68.6747,64,25.7028
33,172,69.0763,66,26.506
27,172,69.0763,62,24.8996
24,171,68.6747,60,24.0964
23,170,68.2731,59,23.6948
24,174,69.8795,63,25.3012
24,171,68.6747,65,26.1044
22,171,68.6747,63,25.3012
26,172,69.0763,61,24.498
29,174,69.8795,65,26.1044
