suite_size,killed_105,score_105,killed_11,score_11
4,166,66.4,142,56.8
6,175,70,151,60.4
7,164,65.6,138,55.2
11,164,65.6,139,55.6
6,172,68.8,148,59.2
6,156,62.4,130,52
9,172,68.8,148,59.2
7,159,63.6,134,53.6
6,155,62,130,52
6,153,61.2,128,51.2
8,160,64,134,53.6
5,166,66.4,142,56.8
5,159,63.6,131,52.4
9,167,66.8,143,57.2
8,170,68,146,58.4
6,156,62.4,131,52.4
9,169,67.6,145,58
13,176,70.4,152,60.8
7,166,66.4,141,56.4
8,160,64,136,54.4
4,152,60.8,126,50.4
8,160,64,135,54
5,150,60,126,50.4
9,167,66.8,141,56.4
6,167,66.8,143,57.2
9,154,61.6,128,51.2
5,169,67.6,144,57.6
8,158,63.2,132,52.8
9,161,64.4,136,54.4
7,162,64.8,137,54.8
5,164,65.6,139,55.6
8,162,64.8,137,54.8
9,172,68.8,146,58.4
6,159,63.6,133,53.2
9,158,63.2,133,53.2
8,173,69.2,147,58.8
6,152,60.8,126,50.4
8,163,65.2,137,54.8
8,162,64.8,138,55.2
9,166,66.4,142,56.8
