suite_size,killed_105,score_105,killed_11,score_11
4,157,62.8,128,51.2
5,146,58.4,118,47.2
7,162,64.8,136,54.4
3,140,56,112,44.8
7,155,62,126,50.4
7,163,65.2,136,54.4
3,147,58.8,120,48
8,151,60.4,124,49.6
8,159,63.6,133,53.2
5,146,58.4,120,48
4,152,60.8,124,49.6
5,152,60.8,124,49.6
7,148,59.2,121,48.4
4,146,58.4,118,47.2
7,159,63.6,132,52.8
6,151,60.4,124,49.6
5,156,62.4,130,52
3,139,55.6,112,44.8
7,158,63.2,130,52
3,149,59.6,122,48.8
6,175,70,149,59.6
6,174,69.6,150,60
6,152,60.8,126,50.4
6,156,62.4,129,51.6
5,170,68,143,57.2
4,148,59.2,120,48
7,146,58.4,119,47.6
7,157,62.8,131,52.4
7,167,66.8,141,56.4
6,155,62,126,50.4
3,137,54.8,112,44.8
4,150,60,124,49.6
4,165,66,138,55.2
4,142,56.8,114,45.6
3,161,64.4,132,52.8
6,148,59.2,122,48.8
4,152,60.8,126,50.4
7,154,61.6,127,50.8
5,155,62,127,50.8
4,144,57.6,118,47.2
