suite_size,killed_105,score_105,killed_11,score_11
6,150,60,124,49.6
5,163,65.2,135,54
6,147,58.8,120,48
8,154,61.6,129,51.6
5,149,59.6,123,49.2
5,156,62.4,132,52.8
5,160,64,134,53.6
7,159,63.6,134,53.6
3,148,59.2,119,47.6
6,155,62,130,52
6,169,67.6,144,57.6
4,151,60.4,123,49.2
7,148,59.2,121,48.4
7,159,63.6,130,52
6,171,68.4,145,58
6,160,64,132,52.8
7,162,64.8,135,54
10,169,67.6,144,57.6
9,160,64,136,54.4
6,159,63.6,134,53.6
7,159,63.6,134,53.6
6,167,66.8,139,55.6
7,164,65.6,137,54.8
5,148,59.2,121,48.4
6,152,60.8,125,50
8,157,62.8,129,51.6
8,142,56.8,116,46.4
4,153,61.2,127,50.8
8,159,63.6,134,53.6
4,135,54,109,43.6
5,145,58,117,46.8
7,166,66.4,140,56
4,169,67.6,143,57.2
7,152,60.8,128,51.2
5,163,65.2,139,55.6
5,148,59.2,122,48.8
4,140,56,111,44.4
6,157,62.8,131,52.4
8,175,70,149,59.6
5,168,67.2,142,56.8
