suite_size,killed_105,score_105,killed_11,score_11
3,164,65.6,137,54.8
5,171,68.4,145,58
5,160,64,133,53.2
7,154,61.6,128,51.2
9,164,65.6,138,55.2
5,141,56.4,117,46.8
6,156,62.4,130,52
6,160,64,132,52.8
6,154,61.6,129,51.6
8,155,62,128,51.2
5,161,64.4,134,53.6
5,167,66.8,142,56.8
4,144,57.6,116,46.4
6,157,62.8,130,52
4,164,65.6,139,55.6
3,150,60,122,48.8
4,169,67.6,141,56.4
6,170,68,143,57.2
6,145,58,119,47.6
7,154,61.6,129,51.6
3,147,58.8,122,48.8
7,173,69.2,144,57.6
4,169,67.6,141,56.4
5,169,67.6,142,56.8
6,151,60.4,129,51.6
5,166,66.4,137,54.8
6,177,70.8,150,60
2,144,57.6,116,46.4
7,151,60.4,125,50
3,155,62,125,50
5,146,58.4,118,47.2
4,146,58.4,119,47.6
7,159,63.6,133,53.2
2,146,58.4,119,47.6
5,153,61.2,125,50
5,151,60.4,123,49.2
3,163,65.2,135,54
3,157,62.8,128,51.2
6,174,69.6,146,58.4
4,163,65.2,139,55.6
