suite_size,killed_105,score_105,killed_11,score_11
11,169,67.6,144,57.6
6,165,66,141,56.4
10,159,63.6,133,53.2
7,173,69.2,147,58.8
7,170,68,144,57.6
7,165,66,138,55.2
3,146,58.4,120,48
7,172,68.8,146,58.4
5,156,62.4,129,51.6
9,159,63.6,134,53.6
9,155,62,129,51.6
6,165,66,137,54.8
6,161,64.4,136,54.4
8,158,63.2,133,53.2
9,170,68,143,57.2
9,170,68,144,57.6
11,165,66,139,55.6
5,159,63.6,133,53.2
10,167,66.8,143,57.2
7,166,66.4,139,55.6
7,152,60.8,126,50.4
7,163,65.2,138,55.2
6,151,60.4,126,50.4
6,171,68.4,144,57.6
11,171,68.4,146,58.4
7,157,62.8,131,52.4
5,154,61.6,129,51.6
8,169,67.6,143,57.2
9,159,63.6,134,53.6
7,172,68.8,146,58.4
8,165,66,141,56.4
7,157,62.8,132,52.8
5,152,60.8,128,51.2
9,159,63.6,135,54
8,168,67.2,141,56.4
8,157,62.8,133,53.2
7,165,66,140,56
5,162,64.8,135,54
7,155,62,130,52
5,150,60,126,50.4
