suite_size,killed_111,score_111,killed_1,score_1
13,191,76.7068,17,6.82731
10,191,76.7068,17,6.82731
11,184,73.8956,14,5.62249
9,183,73.494,14,5.62249
9,185,74.2972,14,5.62249
7,184,73.8956,15,6.0241
10,187,75.1004,14,5.62249
9,189,75.9036,14,5.62249
10,186,74.6988,14,5.62249
13,190,76.3052,17,6.82731
6,190,76.3052,17,6.82731
8,190,76.3052,17,6.82731
12,187,75.1004,14,5.62249
8,191,76.7068,17,6.82731
12,189,75.9036,14,5.62249
8,190,76.3052,17,6.82731
10,185,74.2972,14,5.62249
11,186,74.6988,14,5.62249
15,191,76.7068,15,6.0241
14,188,75.502,14,5.62249
6,184,73.8956,14,5.62249
11,190,76.3052,17,6.82731
10,184,73.8956,14,5.62249
12,190,76.3052,14,5.62249
12,188,75.502,14,5.62249
11,185,74.2972,14,5.62249
7,182,73.0924,14,5.62249
9,181,72.6908,14,5.62249
13,192,77.1084,17,6.82731
6,190,76.3052,17,6.82731
13,185,74.2972,14,5.62249
10,190,76.3052,17,6.82731
11,186,74.6988,14,5.62249
13,191,76.7068,17,6.82731
10,191,76.7068,17,6.82731
11,186,74.6988,14,5.62249
9,187,75.1004,14,5.62249
8,193,77.51,17,6.82731
13,185,74.2972,14,5.62249
12,189,75.9036,14,5.62249
