suite_size,killed_111,score_111,killed_1,score_1
8,186,74.6988,13,5.22088
7,178,71.4859,13,5.22088
8,186,74.6988,13,5.22088
8,185,74.2972,14,5.62249
7,182,73.0924,17,6.82731
8,180,72.2892,13,5.22088
10,177,71.0843,14,5.62249
7,174,69.8795,11,4.41767
11,187,75.1004,13,5.22088
8,186,74.6988,13,5.22088
7,183,73.494,13,5.22088
6,178,71.4859,14,5.62249
6,180,72.2892,13,5.22088
10,188,75.502,13,5.22088
8,185,74.2972,14,5.62249
7,180,72.2892,14,5.62249
9,182,73.0924,13,5.22088
8,186,74.6988,17,6.82731
10,182,73.0924,13,5.22088
7,183,73.494,14,5.62249
8,181,72.6908,14,5.62249
5,179,71.8876,13,5.22088
7,181,72.6908,13,5.22088
7,175,70.2811,14,5.62249
10,184,73.8956,15,6.0241
8,191,76.7068,17,6.82731
10,178,71.4859,15,6.0241
10,186,74.6988,14,5.62249
8,185,74.2972,14,5.62249
7,186,74.6988,13,5.22088
10,193,77.51,17,6.82731
10,188,75.502,14,5.62249
10,183,73.494,13,5.22088
7,186,74.6988,14,5.62249
10,185,74.2972,14,5.62249
7,180,72.2892,13,5.22088
12,191,76.7068,16,6.4257
6,173,69.4779,11,4.41767
5,185,74.2972,16,6.4257
8,181,72.6908,14,5.62249
