suite_size,killed_1442,score_1442,killed_11,score_11
17,169,67.8715,62,24.8996
16,165,66.2651,61,24.498
12,166,66.6667,61,24.498
16,170,68.2731,59,23.6948
17,170,68.2731,58,23.2932
17,167,67.0683,62,24.8996
17,173,69.4779,61,24.498
16,173,69.4779,66,26.506
12,168,67.4699,56,22.49
17,172,69.0763,59,23.6948
11,162,65.0602,61,24.498
14,163,65.4619,56,22.49
18,176,70.6827,63,25.3012
16,164,65.8635,62,24.8996
13,165,66.2651,58,23.2932
14,171,68.6747,60,24.0964
15,170,68.2731,63,25.3012
17,169,67.8715,64,25.7028
15,166,66.6667,62,24.8996
13,169,67.8715,58,23.2932
17,169,67.8715,63,25.3012
15,172,69.0763,64,25.7028
13,166,66.6667,59,23.6948
13,170,68.2731,60,24.0964
14,164,65.8635,61,24.498
17,167,67.0683,65,26.1044
15,173,69.4779,60,24.0964
13,165,66.2651,60,24.0964
16,169,67.8715,62,24.8996
11,170,68.2731,61,24.498
14,169,67.8715,65,26.1044
14,163,65.4619,59,23.6948
12,168,67.4699,65,26.1044
13,169,67.8715,59,23.6948
10,166,66.6667,61,24.498
18,171,68.6747,63,25.3012
15,170,68.2731,60,24.0964
15,164,65.8635,63,25.3012
14,169,67.8715,64,25.7028
14,168,67.4699,62,24.8996
