suite_size,killed_1442,score_1442,killed_11,score_11
12,165,66.2651,63,25.3012
13,164,65.8635,61,24.498
11,169,67.8715,58,23.2932
12,167,67.0683,60,24.0964
8,168,67.4699,61,24.498
16,169,67.8715,62,24.8996
12,169,67.8715,60,24.0964
12,164,65.8635,64,25.7028
14,166,66.6667,58,23.2932
14,171,68.6747,65,26.1044
15,169,67.8715,66,26.506
11,166,66.6667,60,24.0964
7,159,63.8554,59,23.6948
11,168,67.4699,62,24.8996
12,168,67.4699,67,26.9076
11,172,69.0763,58,23.2932
14,164,65.8635,62,24.8996
12,164,65.8635,59,23.6948
11,161,64.6586,59,23.6948
13,166,66.6667,60,24.0964
14,169,67.8715,62,24.8996
7,163,65.4619,63,25.3012
13,169,67.8715,60,24.0964
10,166,66.6667,63,25.3012
8,164,65.8635,56,22.49
13,172,69.0763,61,24.498
10,164,65.8635,65,26.1044
10,164,65.8635,61,24.498
9,166,66.6667,60,24.0964
12,170,68.2731,60,24.0964
10,163,65.4619,59,23.6948
16,174,69.8795,60,24.0964
10,159,63.8554,59,23.6948
9,166,66.6667,61,24.498
9,164,65.8635,61,24.498
10,167,67.0683,65,26.1044
13,171,68.6747,64,25.7028
9,172,69.0763,63,25.3012
11,164,65.8635,62,24.8996
10,168,67.4699,59,23.6948
