suite_size,killed_1442,score_1442,killed_11,score_11
3,150,60.241,53,21.2851
7,151,60.6426,49,19.6787
2,145,58.2329,51,20.4819
4,148,59.4378,46,18.4739
2,143,57.4297,40,16.0643
3,149,59.8394,50,20.0803
5,154,61.8474,53,21.2851
3,138,55.4217,50,20.0803
5,145,58.2329,49,19.6787
5,150,60.241,48,19.2771
3,148,59.4378,51,20.4819
5,149,59.8394,41,16.4659
5,151,60.6426,52,20.8835
5,147,59.0361,51,20.4819
5,148,59.4378,50,20.0803
3,142,57.0281,42,16.8675
3,155,62.249,55,22.0884
5,156,62.6506,54,21.6867
2,144,57.8313,46,18.4739
3,138,55.4217,48,19.2771
1,144,57.8313,46,18.4739
3,149,59.8394,48,19.2771
3,149,59.8394,43,17.2691
2,136,54.6185,50,20.0803
3,146,58.6345,50,20.0803
2,144,57.8313,46,18.4739
4,150,60.241,56,22.49
4,150,60.241,48,19.2771
5,147,59.0361,51,20.4819
5,153,61.4458,56,22.49
2,148,59.4378,53,21.2851
4,157,63.0522,51,20.4819
2,140,56.2249,52,20.8835
4,151,60.6426,55,22.0884
3,145,58.2329,49,19.6787
5,150,60.241,46,18.4739
3,157,63.0522,50,20.0803
4,135,54.2169,49,19.6787
6,159,63.8554,56,22.49
4,147,59.0361,47,18.8755
