suite_size,killed_1442,score_1442,killed_11,score_11
11,171,68.6747,62,24.8996
14,166,66.6667,58,23.2932
12,170,68.2731,63,25.3012
12,173,69.4779,66,26.506
12,162,65.0602,57,22.8916
12,166,66.6667,63,25.3012
13,170,68.2731,63,25.3012
14,167,67.0683,64,25.7028
14,169,67.8715,60,24.0964
15,170,68.2731,64,25.7028
13,165,66.2651,60,24.0964
11,169,67.8715,62,24.8996
15,166,66.6667,66,26.506
15,173,69.4779,63,25.3012
12,166,66.6667,58,23.2932
21,172,69.0763,60,24.0964
14,169,67.8715,68,27.3092
16,168,67.4699,57,22.8916
17,168,67.4699,64,25.7028
12,164,65.8635,60,24.0964
15,165,66.2651,60,24.0964
11,168,67.4699,57,22.8916
15,172,69.0763,64,25.7028
18,172,69.0763,64,25.7028
15,165,66.2651,57,22.8916
10,167,67.0683,61,24.498
17,172,69.0763,58,23.2932
16,167,67.0683,61,24.498
18,162,65.0602,63,25.3012
19,167,67.0683,63,25.3012
13,167,67.0683,60,24.0964
15,166,66.6667,60,24.0964
14,172,69.0763,66,26.506
17,164,65.8635,62,24.8996
13,170,68.2731,64,25.7028
12,163,65.4619,61,24.498
17,167,67.0683,66,26.506
14,167,67.0683,61,24.498
17,168,67.4699,60,24.0964
17,168,67.4699,60,24.0964
