OBC_o0
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
96.7498110355
