suite_size,killed_1442,score_1442,killed_11,score_11
13,164,65.8635,59,23.6948
14,171,68.6747,64,25.7028
14,162,65.0602,59,23.6948
16,162,65.0602,61,24.498
14,163,65.4619,57,22.8916
21,171,68.6747,60,24.0964
13,164,65.8635,62,24.8996
19,168,67.4699,60,24.0964
18,170,68.2731,66,26.506
18,171,68.6747,61,24.498
13,166,66.6667,58,23.2932
16,163,65.4619,59,23.6948
14,164,65.8635,62,24.8996
14,170,68.2731,64,25.7028
13,168,67.4699,59,23.6948
17,170,68.2731,63,25.3012
14,162,65.0602,60,24.0964
14,170,68.2731,63,25.3012
13,164,65.8635,59,23.6948
18,172,69.0763,60,24.0964
15,170,68.2731,63,25.3012
15,164,65.8635,58,23.2932
12,169,67.8715,63,25.3012
13,162,65.0602,62,24.8996
19,167,67.0683,63,25.3012
13,168,67.4699,59,23.6948
18,168,67.4699,59,23.6948
13,170,68.2731,66,26.506
14,171,68.6747,65,26.1044
13,171,68.6747,60,24.0964
16,169,67.8715,64,25.7028
12,166,66.6667,62,24.8996
12,166,66.6667,58,23.2932
17,167,67.0683,59,23.6948
12,166,66.6667,61,24.498
13,162,65.0602,60,24.0964
15,170,68.2731,62,24.8996
13,167,67.0683,61,24.498
15,170,68.2731,64,25.7028
16,166,66.6667,59,23.6948
