suite_size,killed_1442,score_1442,killed_11,score_11
9,159,63.8554,52,20.8835
12,157,63.0522,51,20.4819
8,156,62.6506,51,20.4819
9,153,61.4458,52,20.8835
12,161,64.6586,61,24.498
13,156,62.6506,54,21.6867
10,150,60.241,49,19.6787
14,160,64.257,54,21.6867
8,165,66.2651,57,22.8916
10,167,67.0683,56,22.49
9,157,63.0522,60,24.0964
11,163,65.4619,61,24.498
11,157,63.0522,55,22.0884
12,159,63.8554,60,24.0964
7,161,64.6586,62,24.8996
7,150,60.241,50,20.0803
8,155,62.249,53,21.2851
6,157,63.0522,57,22.8916
12,162,65.0602,62,24.8996
8,160,64.257,62,24.8996
8,157,63.0522,56,22.49
8,151,60.6426,51,20.4819
7,154,61.8474,59,23.6948
8,158,63.4538,52,20.8835
6,157,63.0522,57,22.8916
11,156,62.6506,53,21.2851
12,156,62.6506,54,21.6867
6,159,63.8554,60,24.0964
6,157,63.0522,58,23.2932
8,159,63.8554,59,23.6948
11,161,64.6586,62,24.8996
12,161,64.6586,58,23.2932
10,152,61.0442,50,20.0803
8,148,59.4378,48,19.2771
9,161,64.6586,61,24.498
5,148,59.4378,49,19.6787
11,150,60.241,50,20.0803
6,151,60.6426,50,20.0803
9,158,63.4538,61,24.498
8,155,62.249,52,20.8835
