suite_size,killed_1442,score_1442,killed_11,score_11
24,170,68.2731,61,24.498
23,169,67.8715,66,26.506
22,170,68.2731,60,24.0964
21,171,68.6747,62,24.8996
23,172,69.0763,66,26.506
28,174,69.8795,64,25.7028
24,170,68.2731,59,23.6948
26,171,68.6747,62,24.8996
17,174,69.8795,60,24.0964
28,170,68.2731,63,25.3012
23,170,68.2731,63,25.3012
27,170,68.2731,64,25.7028
24,171,68.6747,57,22.8916
20,174,69.8795,66,26.506
18,172,69.0763,61,24.498
19,172,69.0763,64,25.7028
23,171,68.6747,62,24.8996
22,170,68.2731,61,24.498
23,173,69.4779,66,26.506
24,175,70.2811,64,25.7028
20,169,67.8715,58,23.2932
21,170,68.2731,59,23.6948
22,174,69.8795,62,24.8996
21,171,68.6747,65,26.1044
23,171,68.6747,61,24.498
27,173,69.4779,65,26.1044
26,169,67.8715,62,24.8996
28,173,69.4779,62,24.8996
24,168,67.4699,64,25.7028
20,174,69.8795,61,24.498
29,174,69.8795,63,25.3012
22,176,70.6827,66,26.506
29,173,69.4779,66,26.506
22,172,69.0763,64,25.7028
25,170,68.2731,65,26.1044
31,172,69.0763,67,26.9076
26,172,69.0763,60,24.0964
17,173,69.4779,63,25.3012
22,169,67.8715,63,25.3012
24,170,68.2731,61,24.498
