suite_size,killed_111,score_111,killed_1,score_1
3,125,50.2008,2,0.803213
3,154,61.8474,9,3.61446
3,148,59.4378,9,3.61446
3,95,38.1526,1,0.401606
5,142,57.0281,4,1.60643
3,130,52.2088,5,2.00803
3,130,52.2088,6,2.40964
3,137,55.0201,1,0.401606
2,100,40.1606,1,0.401606
3,158,63.4538,10,4.01606
3,130,52.2088,6,2.40964
3,105,42.1687,1,0.401606
2,117,46.988,1,0.401606
3,114,45.7831,1,0.401606
3,145,58.2329,7,2.81125
1,136,54.6185,6,2.40964
3,143,57.4297,8,3.21285
4,127,51.004,5,2.00803
3,163,65.4619,10,4.01606
2,92,36.9478,1,0.401606
2,103,41.3655,1,0.401606
3,158,63.4538,7,2.81125
3,161,64.6586,11,4.41767
2,133,53.4137,8,3.21285
3,84,33.7349,1,0.401606
2,113,45.3815,1,0.401606
1,132,53.012,6,2.40964
4,159,63.8554,9,3.61446
3,133,53.4137,4,1.60643
1,162,65.0602,7,2.81125
3,95,38.1526,1,0.401606
3,129,51.8072,5,2.00803
3,85,34.1365,1,0.401606
2,116,46.5863,2,0.803213
3,86,34.5382,1,0.401606
2,172,69.0763,9,3.61446
3,88,35.3414,1,0.401606
4,99,39.759,1,0.401606
3,142,57.0281,4,1.60643
3,136,54.6185,4,1.60643
