suite_size,killed_111,score_111,killed_1,score_1
2,137,55.0201,6,2.40964
3,160,64.257,10,4.01606
2,136,54.6185,6,2.40964
3,85,34.1365,1,0.401606
4,125,50.2008,5,2.00803
3,125,50.2008,3,1.20482
2,126,50.6024,5,2.00803
4,77,30.9237,1,0.401606
2,98,39.3574,1,0.401606
2,160,64.257,9,3.61446
2,65,26.1044,1,0.401606
3,120,48.1928,1,0.401606
4,123,49.3976,1,0.401606
3,147,59.0361,9,3.61446
3,128,51.4056,5,2.00803
3,146,58.6345,7,2.81125
2,95,38.1526,1,0.401606
2,157,63.0522,9,3.61446
2,149,59.8394,7,2.81125
3,103,41.3655,1,0.401606
3,124,49.7992,5,2.00803
2,109,43.7751,1,0.401606
2,123,49.3976,3,1.20482
3,150,60.241,9,3.61446
5,148,59.4378,8,3.21285
3,85,34.1365,1,0.401606
5,97,38.9558,1,0.401606
3,152,61.0442,9,3.61446
3,148,59.4378,9,3.61446
2,94,37.751,1,0.401606
2,153,61.4458,9,3.61446
3,112,44.9799,1,0.401606
3,123,49.3976,1,0.401606
3,150,60.241,7,2.81125
3,115,46.1847,3,1.20482
3,122,48.996,1,0.401606
3,96,38.5542,1,0.401606
3,146,58.6345,8,3.21285
4,144,57.8313,7,2.81125
3,126,50.6024,3,1.20482
