suite_size,killed_111,score_111,killed_1,score_1
8,182,73.0924,14,5.62249
6,181,72.6908,17,6.82731
6,180,72.2892,13,5.22088
6,179,71.8876,13,5.22088
4,162,65.0602,10,4.01606
5,183,73.494,14,5.62249
6,170,68.2731,11,4.41767
5,187,75.1004,16,6.4257
6,177,71.0843,14,5.62249
6,182,73.0924,14,5.62249
7,179,71.8876,13,5.22088
6,173,69.4779,13,5.22088
7,186,74.6988,14,5.62249
9,184,73.8956,14,5.62249
8,178,71.4859,14,5.62249
6,187,75.1004,14,5.62249
7,182,73.0924,14,5.62249
6,173,69.4779,11,4.41767
9,184,73.8956,14,5.62249
6,188,75.502,16,6.4257
5,161,64.6586,8,3.21285
5,172,69.0763,9,3.61446
5,182,73.0924,13,5.22088
4,177,71.0843,12,4.81928
6,183,73.494,14,5.62249
7,181,72.6908,14,5.62249
7,179,71.8876,13,5.22088
6,180,72.2892,14,5.62249
4,179,71.8876,14,5.62249
3,168,67.4699,12,4.81928
7,168,67.4699,12,4.81928
4,178,71.4859,14,5.62249
7,172,69.0763,11,4.41767
6,169,67.8715,9,3.61446
4,179,71.8876,13,5.22088
4,178,71.4859,13,5.22088
6,184,73.8956,13,5.22088
6,169,67.8715,12,4.81928
5,176,70.6827,13,5.22088
6,175,70.2811,13,5.22088
