suite_size,killed_111,score_111,killed_1,score_1
4,175,70.2811,12,4.81928
5,163,65.4619,9,3.61446
2,164,65.8635,11,4.41767
5,175,70.2811,11,4.41767
4,156,62.6506,9,3.61446
5,174,69.8795,12,4.81928
4,166,66.6667,11,4.41767
7,172,69.0763,13,5.22088
2,163,65.4619,12,4.81928
6,169,67.8715,11,4.41767
4,156,62.6506,10,4.01606
4,168,67.4699,7,2.81125
3,164,65.8635,9,3.61446
6,181,72.6908,12,4.81928
4,167,67.0683,9,3.61446
4,145,58.2329,8,3.21285
6,160,64.257,7,2.81125
6,185,74.2972,14,5.62249
3,158,63.4538,10,4.01606
4,159,63.8554,9,3.61446
2,154,61.8474,10,4.01606
4,186,74.6988,16,6.4257
7,167,67.0683,9,3.61446
3,164,65.8635,7,2.81125
6,162,65.0602,7,2.81125
6,174,69.8795,14,5.62249
6,181,72.6908,14,5.62249
4,159,63.8554,9,3.61446
6,176,70.6827,13,5.22088
4,165,66.2651,12,4.81928
2,153,61.4458,9,3.61446
7,161,64.6586,9,3.61446
5,156,62.6506,8,3.21285
5,168,67.4699,11,4.41767
4,164,65.8635,9,3.61446
6,157,63.0522,10,4.01606
7,166,66.6667,8,3.21285
6,160,64.257,8,3.21285
4,163,65.4619,9,3.61446
6,172,69.0763,14,5.62249
