suite_size,killed_111,score_111,killed_1,score_1
10,191,76.7068,17,6.82731
10,190,76.3052,17,6.82731
11,192,77.1084,17,6.82731
8,190,76.3052,17,6.82731
11,191,76.7068,17,6.82731
13,187,75.1004,14,5.62249
13,187,75.1004,15,6.0241
12,184,73.8956,14,5.62249
10,193,77.51,17,6.82731
10,190,76.3052,17,6.82731
10,192,77.1084,17,6.82731
14,190,76.3052,14,5.62249
12,183,73.494,14,5.62249
8,185,74.2972,14,5.62249
11,189,75.9036,15,6.0241
9,193,77.51,17,6.82731
11,186,74.6988,14,5.62249
13,184,73.8956,15,6.0241
14,185,74.2972,14,5.62249
11,191,76.7068,17,6.82731
12,188,75.502,14,5.62249
9,189,75.9036,17,6.82731
8,190,76.3052,17,6.82731
13,183,73.494,14,5.62249
10,185,74.2972,15,6.0241
13,187,75.1004,14,5.62249
11,186,74.6988,15,6.0241
12,186,74.6988,14,5.62249
10,190,76.3052,17,6.82731
12,185,74.2972,14,5.62249
12,191,76.7068,17,6.82731
10,189,75.9036,14,5.62249
10,190,76.3052,17,6.82731
11,187,75.1004,14,5.62249
11,186,74.6988,14,5.62249
10,193,77.51,17,6.82731
10,189,75.9036,17,6.82731
10,185,74.2972,14,5.62249
9,187,75.1004,15,6.0241
10,185,74.2972,14,5.62249
