OBC_o1
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
42.6829268293
