suite_size,killed_892,score_892,killed_5,score_5
8,168,67.2,34,13.6
11,176,70.4,43,17.2
10,170,68,42,16.8
11,166,66.4,31,12.4
10,175,70,37,14.8
11,181,72.4,39,15.6
14,184,73.6,38,15.2
10,180,72,40,16
7,173,69.2,33,13.2
9,175,70,49,19.6
9,192,76.8,39,15.6
7,163,65.2,28,11.2
11,171,68.4,35,14
11,160,64,35,14
9,179,71.6,35,14
8,173,69.2,36,14.4
11,176,70.4,46,18.4
10,176,70.4,36,14.4
9,186,74.4,42,16.8
11,174,69.6,39,15.6
11,177,70.8,46,18.4
7,179,71.6,39,15.6
15,186,74.4,46,18.4
9,186,74.4,45,18
10,171,68.4,29,11.6
12,179,71.6,35,14
11,180,72,45,18
9,186,74.4,44,17.6
12,172,68.8,36,14.4
9,164,65.6,35,14
11,178,71.2,39,15.6
10,191,76.4,47,18.8
8,191,76.4,43,17.2
12,166,66.4,33,13.2
13,177,70.8,42,16.8
8,183,73.2,44,17.6
10,178,71.2,40,16
9,180,72,45,18
8,176,70.4,43,17.2
10,182,72.8,47,18.8
