suite_size,killed_892,score_892,killed_5,score_5
5,158,63.2,36,14.4
7,159,63.6,28,11.2
10,170,68,42,16.8
6,161,64.4,25,10
5,157,62.8,33,13.2
5,157,62.8,23,9.2
6,163,65.2,35,14
4,153,61.2,31,12.4
8,168,67.2,39,15.6
4,148,59.2,26,10.4
7,168,67.2,28,11.2
7,157,62.8,34,13.6
6,177,70.8,30,12
5,157,62.8,35,14
5,155,62,35,14
7,157,62.8,34,13.6
8,156,62.4,30,12
4,169,67.6,37,14.8
6,154,61.6,28,11.2
5,151,60.4,27,10.8
7,166,66.4,35,14
8,160,64,38,15.2
5,161,64.4,35,14
4,175,70,42,16.8
7,156,62.4,35,14
6,161,64.4,35,14
8,165,66,32,12.8
4,150,60,25,10
6,156,62.4,25,10
5,156,62.4,25,10
6,162,64.8,35,14
8,155,62,27,10.8
3,138,55.2,24,9.6
5,164,65.6,33,13.2
4,153,61.2,29,11.6
9,175,70,37,14.8
7,164,65.6,33,13.2
8,153,61.2,28,11.2
5,153,61.2,24,9.6
6,159,63.6,32,12.8
