suite_size,killed_892,score_892,killed_5,score_5
16,195,78,43,17.2
13,179,71.6,46,18.4
16,178,71.2,41,16.4
18,187,74.8,47,18.8
15,183,73.2,44,17.6
12,168,67.2,38,15.2
20,193,77.2,38,15.2
12,186,74.4,43,17.2
15,188,75.2,42,16.8
19,192,76.8,45,18
12,184,73.6,47,18.8
18,182,72.8,43,17.2
15,181,72.4,34,13.6
15,186,74.4,45,18
18,179,71.6,42,16.8
13,189,75.6,51,20.4
16,190,76,43,17.2
16,181,72.4,39,15.6
19,186,74.4,46,18.4
14,185,74,51,20.4
20,193,77.2,41,16.4
13,179,71.6,41,16.4
16,171,68.4,39,15.6
12,176,70.4,40,16
17,189,75.6,50,20
15,188,75.2,42,16.8
16,178,71.2,44,17.6
12,181,72.4,44,17.6
17,194,77.6,45,18
15,175,70,40,16
15,185,74,37,14.8
15,181,72.4,45,18
14,187,74.8,44,17.6
15,184,73.6,43,17.2
12,186,74.4,40,16
15,188,75.2,40,16
13,185,74,39,15.6
15,192,76.8,46,18.4
15,185,74,45,18
16,186,74.4,41,16.4
