suite_size,killed_892,score_892,killed_5,score_5
14,182,72.8,32,12.8
15,172,68.8,41,16.4
11,186,74.4,47,18.8
16,176,70.4,47,18.8
15,187,74.8,48,19.2
20,182,72.8,43,17.2
16,175,70,32,12.8
14,180,72,44,17.6
13,180,72,50,20
13,172,68.8,43,17.2
16,184,73.6,48,19.2
16,184,73.6,53,21.2
16,175,70,36,14.4
12,181,72.4,34,13.6
14,184,73.6,39,15.6
14,178,71.2,41,16.4
14,178,71.2,39,15.6
15,184,73.6,48,19.2
14,182,72.8,39,15.6
21,186,74.4,49,19.6
18,176,70.4,35,14
15,182,72.8,44,17.6
16,179,71.6,37,14.8
14,180,72,44,17.6
16,178,71.2,38,15.2
16,179,71.6,48,19.2
14,181,72.4,43,17.2
13,184,73.6,42,16.8
14,171,68.4,42,16.8
14,185,74,51,20.4
15,185,74,51,20.4
17,178,71.2,45,18
14,183,73.2,50,20
15,186,74.4,48,19.2
18,196,78.4,42,16.8
14,186,74.4,35,14
15,175,70,33,13.2
14,187,74.8,43,17.2
12,189,75.6,40,16
14,185,74,40,16
