suite_size,killed_892,score_892,killed_5,score_5
5,148,59.2,26,10.4
7,145,58,32,12.8
5,149,59.6,32,12.8
7,152,60.8,34,13.6
5,145,58,26,10.4
6,163,65.2,36,14.4
3,132,52.8,24,9.6
5,143,57.2,24,9.6
5,133,53.2,22,8.8
6,140,56,30,12
6,144,57.6,22,8.8
6,142,56.8,25,10
5,155,62,39,15.6
6,132,52.8,23,9.2
6,152,60.8,32,12.8
5,146,58.4,28,11.2
4,151,60.4,25,10
7,159,63.6,25,10
5,136,54.4,24,9.6
5,150,60,23,9.2
4,130,52,22,8.8
4,145,58,35,14
6,145,58,29,11.6
5,155,62,35,14
10,145,58,31,12.4
7,148,59.2,27,10.8
7,159,63.6,31,12.4
5,152,60.8,33,13.2
6,143,57.2,33,13.2
6,147,58.8,26,10.4
5,159,63.6,35,14
6,159,63.6,41,16.4
5,132,52.8,26,10.4
4,127,50.8,21,8.4
5,137,54.8,36,14.4
6,149,59.6,23,9.2
5,138,55.2,22,8.8
7,160,64,34,13.6
6,147,58.8,26,10.4
4,135,54,28,11.2
