suite_size,killed_892,score_892,killed_5,score_5
9,161,64.4,26,10.4
10,176,70.4,42,16.8
7,167,66.8,38,15.2
10,184,73.6,43,17.2
8,181,72.4,44,17.6
10,169,67.6,36,14.4
10,173,69.2,42,16.8
8,165,66,37,14.8
9,178,71.2,47,18.8
7,180,72,41,16.4
11,171,68.4,27,10.8
11,181,72.4,47,18.8
10,184,73.6,45,18
11,169,67.6,39,15.6
11,184,73.6,38,15.2
9,176,70.4,42,16.8
6,171,68.4,31,12.4
9,182,72.8,44,17.6
8,182,72.8,43,17.2
9,181,72.4,43,17.2
8,170,68,39,15.6
11,174,69.6,39,15.6
11,186,74.4,44,17.6
8,185,74,42,16.8
8,166,66.4,34,13.6
7,175,70,42,16.8
12,172,68.8,38,15.2
8,161,64.4,34,13.6
10,185,74,39,15.6
7,170,68,39,15.6
12,171,68.4,31,12.4
9,176,70.4,36,14.4
10,174,69.6,37,14.8
9,159,63.6,30,12
11,175,70,38,15.2
10,176,70.4,37,14.8
12,183,73.2,41,16.4
11,174,69.6,39,15.6
11,177,70.8,30,12
10,193,77.2,39,15.6
