suite_size,killed_892,score_892,killed_5,score_5
13,187,74.8,51,20.4
9,178,71.2,36,14.4
15,200,80,53,21.2
13,184,73.6,45,18
16,178,71.2,40,16
15,175,70,45,18
12,180,72,49,19.6
14,186,74.4,36,14.4
13,188,75.2,44,17.6
12,179,71.6,33,13.2
11,186,74.4,44,17.6
16,180,72,35,14
15,177,70.8,41,16.4
12,177,70.8,47,18.8
13,172,68.8,43,17.2
14,179,71.6,46,18.4
15,185,74,47,18.8
12,169,67.6,32,12.8
15,191,76.4,51,20.4
15,199,79.6,44,17.6
12,165,66,36,14.4
15,175,70,44,17.6
15,193,77.2,50,20
15,182,72.8,41,16.4
14,174,69.6,35,14
16,186,74.4,44,17.6
15,180,72,41,16.4
13,186,74.4,49,19.6
12,182,72.8,35,14
14,183,73.2,37,14.8
15,179,71.6,45,18
17,187,74.8,45,18
11,186,74.4,45,18
16,191,76.4,53,21.2
15,179,71.6,42,16.8
12,179,71.6,42,16.8
14,170,68,43,17.2
16,181,72.4,35,14
16,191,76.4,40,16
17,189,75.6,51,20.4
