suite_size,killed_892,score_892,killed_5,score_5
19,182,72.8,47,18.8
12,177,70.8,33,13.2
10,173,69.2,40,16
15,184,73.6,38,15.2
15,177,70.8,43,17.2
13,182,72.8,40,16
14,182,72.8,43,17.2
17,186,74.4,41,16.4
11,170,68,38,15.2
15,184,73.6,50,20
15,182,72.8,45,18
14,195,78,44,17.6
14,191,76.4,45,18
13,187,74.8,46,18.4
16,182,72.8,36,14.4
18,177,70.8,38,15.2
19,187,74.8,48,19.2
14,191,76.4,45,18
15,195,78,47,18.8
13,198,79.2,45,18
11,180,72,38,15.2
15,184,73.6,44,17.6
13,187,74.8,46,18.4
15,193,77.2,45,18
15,193,77.2,43,17.2
17,169,67.6,36,14.4
13,173,69.2,43,17.2
13,179,71.6,32,12.8
16,180,72,32,12.8
16,182,72.8,47,18.8
15,174,69.6,42,16.8
14,196,78.4,44,17.6
15,166,66.4,37,14.8
9,178,71.2,39,15.6
13,175,70,33,13.2
14,186,74.4,48,19.2
18,189,75.6,50,20
17,197,78.8,47,18.8
12,177,70.8,43,17.2
13,177,70.8,39,15.6
