suite_size,killed_892,score_892,killed_5,score_5
20,181,72.4,41,16.4
17,186,74.4,45,18
16,198,79.2,41,16.4
14,189,75.6,43,17.2
13,175,70,41,16.4
15,185,74,46,18.4
12,174,69.6,41,16.4
13,191,76.4,51,20.4
17,178,71.2,38,15.2
11,175,70,39,15.6
15,188,75.2,40,16
13,178,71.2,41,16.4
14,174,69.6,40,16
18,190,76,45,18
14,166,66.4,43,17.2
16,185,74,52,20.8
14,179,71.6,44,17.6
12,189,75.6,42,16.8
13,184,73.6,43,17.2
17,189,75.6,45,18
17,183,73.2,42,16.8
12,183,73.2,36,14.4
18,185,74,44,17.6
15,179,71.6,41,16.4
18,182,72.8,41,16.4
19,174,69.6,38,15.2
16,188,75.2,36,14.4
14,172,68.8,41,16.4
16,180,72,40,16
16,185,74,44,17.6
18,178,71.2,41,16.4
14,181,72.4,38,15.2
14,180,72,46,18.4
15,189,75.6,48,19.2
13,182,72.8,43,17.2
14,182,72.8,42,16.8
13,176,70.4,42,16.8
14,187,74.8,40,16
14,191,76.4,46,18.4
16,172,68.8,38,15.2
