suite_size,killed_892,score_892,killed_5,score_5
7,170,68,38,15.2
11,171,68.4,39,15.6
15,184,73.6,45,18
11,184,73.6,42,16.8
11,189,75.6,47,18.8
11,181,72.4,50,20
11,173,69.2,38,15.2
10,170,68,35,14
11,184,73.6,42,16.8
10,181,72.4,42,16.8
10,184,73.6,39,15.6
12,180,72,44,17.6
8,156,62.4,41,16.4
12,167,66.8,32,12.8
9,174,69.6,38,15.2
12,169,67.6,39,15.6
14,161,64.4,37,14.8
12,167,66.8,34,13.6
8,180,72,41,16.4
12,177,70.8,40,16
12,183,73.2,47,18.8
12,184,73.6,46,18.4
12,185,74,46,18.4
12,171,68.4,38,15.2
9,179,71.6,36,14.4
9,167,66.8,32,12.8
13,185,74,47,18.8
9,186,74.4,40,16
8,178,71.2,44,17.6
11,171,68.4,42,16.8
14,183,73.2,41,16.4
11,181,72.4,41,16.4
10,181,72.4,41,16.4
9,178,71.2,43,17.2
11,179,71.6,43,17.2
8,162,64.8,32,12.8
10,163,65.2,34,13.6
12,165,66,40,16
6,164,65.6,34,13.6
12,163,65.2,32,12.8
