suite_size,killed_892,score_892,killed_5,score_5
12,183,73.2,44,17.6
9,179,71.6,38,15.2
8,167,66.8,38,15.2
11,170,68,39,15.6
11,179,71.6,43,17.2
13,179,71.6,40,16
10,181,72.4,46,18.4
12,175,70,43,17.2
14,168,67.2,37,14.8
13,186,74.4,36,14.4
10,171,68.4,34,13.6
15,175,70,43,17.2
12,179,71.6,42,16.8
10,179,71.6,45,18
9,171,68.4,45,18
8,168,67.2,34,13.6
14,169,67.6,41,16.4
11,178,71.2,38,15.2
10,186,74.4,48,19.2
11,160,64,38,15.2
9,163,65.2,33,13.2
13,175,70,44,17.6
9,177,70.8,39,15.6
10,179,71.6,41,16.4
10,174,69.6,49,19.6
11,168,67.2,35,14
11,163,65.2,34,13.6
10,180,72,44,17.6
13,178,71.2,40,16
10,185,74,45,18
12,172,68.8,44,17.6
9,180,72,40,16
12,185,74,45,18
11,181,72.4,48,19.2
12,185,74,44,17.6
13,168,67.2,36,14.4
11,187,74.8,40,16
9,166,66.4,39,15.6
9,178,71.2,38,15.2
13,168,67.2,40,16
